species	UKOTs	n	remarks
Rattus norvegicus	AI	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Rattus norvegicus	MS	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Rattus norvegicus	TC	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Rattus norvegicus	VG	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Rattus rattus	AI	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Rattus rattus	MS	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Rattus rattus	TC	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Rattus rattus	VG	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Sus scrofa	AI	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Sus scrofa	KY	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Sus scrofa	TC	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Sus scrofa	VG	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Trachemys scripta	AI	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
Trachemys scripta	BM	3	To double check with local experts possible impacts on biodiversity of the different islands;interisland transfer e.g. Maynardi;knight anole;feral goat;feral chicken;reptiles resembling greens (e.g. chinese water dragon);feral dogs;Hybridization risk;moderate impact;high impact on KY, Recorded in GCM;high impact on KY, nb native subspp in CYB;present on KY;recorded in GCM, potentially high impact on KY, hybridization risk;Known introduction on KY, seems not to impact;Breeding in Grand Cayman;very high impact on KY, Serious invasive species problem;high impact on KY;Invasive throughout Grand Cayman;very high impact on KY;Found in GCM 2017;suspected  breeding on KY;breeding on KY;on KY;very high impact on KY, abundant in KY;Invasive in KY
