species	AI	BM	KY	MS	TC	VG	organism_type	synonyms	common_names	broad_habitat	exotic_in	invasive_in	main_reference	checklist	origin	phylum
Pleurodema brachyops	NA	NA	NA	NA	NA	NA	"Vertebrate -
Amphibian"	Pleuroderma brachyops	"Dori maco (Curacao;Bonaire);froth-nest
frog;Columbian Four-eyed frog"	NA	Curacao;Bonaire	NA	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Ploceus cucullatus	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Madam saga (DR);	Terrestrial	Dominican Republic;	Dominican Republic	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Poecilia latipinna	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Sailfin molly	Freshwater	Dominican Republic;Bahamas Islands;	"Bahamas
Islands;Dominican
Republic;"	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Poecilia reticulata	NA	1	NA	NA	NA	NA	Vertebrate - Fish	NA	Guppy;	Freshwater	"Dominican Republic;Haiti;Martinique;Guadeloupe;Suriname;Costa Rica;French
Guiana;Cuba;Grenada;Jamaica;Puerto Rico;St. Lucia;St. Vincent-Grenadines;"	Dominican Republic;Haiti;Suriname;Costa Rica;French Guiana;	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Poecilia sphenops	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Liberty Molly	Freshwater	Trinidad	Trinidad	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Polyandrocarpa zorritensis	NA	NA	NA	NA	NA	NA	"Invertebrate -
Tunicate"	NA	NA	Marine	Florida;Texas;	Florida;Texas;	"CABI,2012. Polyandrocarpa zorritensis. In: Invasive Species
Compendium. Wallingford, UK: CAB International.
http://www.cabi.org/isc."	Caribbean_IAS_db	NA	NA
Polyphagotarsonemus latus	NA	NA	NA	NA	NA	NA	Invertebrate - Mite	NA	"Arana blanca de los invernaderos (DR);Broad
mite (Barbados);"	Terrestrial	Dominican Republic;Barbados;	"Dominican
Republic;Barbados;"	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Pomacanthus annularis	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Blue ringed angelfish	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Pomacanthus asfur	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Arabian angel	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Pomacanthus maculosus	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Yellowbar angelfish	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Pomacanthus semicirculatus	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Semicircle angelfish, zebra angelfish	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Pomacanthus xanthometopon	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Bluefaced angel	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Pomacea canaliculata	NA	1	NA	NA	NA	NA	"Invertebrate -
Mollusc"	NA	Golden apple snail (ISC)	NA	Dominican Republic;	Dominican Republic;	"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
Pomacea insularum	NA	NA	NA	NA	NA	NA	"Invertebrate -
Mollusc"	NA	NA	NA	Dominican Republic;	Dominican Republic;	"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
Pontoscolex corethrurus	NA	NA	NA	NA	NA	NA	"Invertebrate -
Earthworm"	NA	Amazonian earthworm;	Terrestrial	Puerto Rico	NA	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Porphyrula flavirostris	NA	NA	NA	NA	NA	NA	Vertebrate - Bird	NA	Azure gallinule;	Terrestrial	Trinidad;	Trinidad;	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Procambarus clarkii	NA	NA	NA	NA	NA	NA	"Plant - Tree
Invertebrate -
Crustacean"	NA	"Camaron del diablo (DR);Red swamp
crayfish;American crayfish;"	Freshwater	Dominican Republic;Puerto Rico;Venezuela;Belize;Costa Rica;	Dominican Republic	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Procyon lotor	NA	NA	NA	NA	NA	NA	"Vertebrate -
Mammal"	NA	Racoon;	Terrestrial	Bahamas Islands;Martinique;Guadeloupe;St. Martin (France);	Bahamas Islands;Martinique;Guadeloupe;	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Protopulvinaria pyriformis	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Pyriform scale	Terrestrial	Bahamas Islands;	NA	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Pseudacysta perseae	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Chinche encaje del aguacate (DR);	Terrestrial	Dominican Republic;	Dominican Republic	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Pseudaulacaspis cockerelli	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	False Oleander Scale;	Terrestrial	Bahamas Islands;	NA	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Pseudaulacaspis pentagona	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	White Peach Scale;Mullberry scale (ISC)	Terrestrial	Bahamas Islands;	NA	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Pseudocalanus sp.	NA	NA	NA	NA	NA	NA	"Invertebrate -
crustacean"	NA	A copepod	Marine	Colombia;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Pseudodiaptomus sp.	NA	NA	NA	NA	NA	NA	"Invertebrate -
crustacean"	NA	A copepod	Marine	Colombia;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Psittacidae sp.	NA	NA	NA	NA	NA	NA	Vertebrate - Bird	NA	Psittacid;parrot	Terrestrial	Puerto Rico	Puerto Rico	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Psittacula krameri	NA	NA	NA	NA	NA	NA	Vertebrate - Bird	NA	Rose-ringed parakeet (ISC)	NA	Cayman Islands;Puerto Rico;Cuba;Venezuela;	NA	"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
"Pterygoplichthys
multiradiatus"	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	NA	NA	Puerto Rico;	Puerto Rico;	"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
Pterygoplichthys pardalis	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	NA	NA	Puerto Rico;	Puerto Rico;	"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
Pterygoplichthys spp.	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	NA	NA	Puerto Rico;Guatemala;Costa Rica;	Puerto Rico;Guatemala;	"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
Pullosquilla litoralis	NA	NA	NA	NA	NA	NA	"Invertebrate -
crustacean"	NA	Mantis shrimp	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Pulvinaria sp.	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	scale	Terrestrial	Bahamas Islands;	NA	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Pyroderces rileyi	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Pink scavenger caterpillar;	Terrestrial	Dominican Republic;	Dominican Republic;	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Python molurus bivittatus	NA	NA	NA	NA	NA	NA	Vertebrate - Reptile	NA	Burmese phyton (ISC)	NA	Puerto Rico;	NA	"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
Radianthus sp.	NA	NA	NA	NA	NA	NA	"Invertebrate - Sea
Anemone"	NA	Sea anemone;	Marine	Bahamas Islands;	Bahamas Islands;	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Ramphotyphlops braminus	NA	NA	1	NA	NA	NA	Vertebrate - Reptile	NA	NA	NA	Anguilla;Cayman Islands;Aruba;St. Martin (France);	NA	"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
Rana catesbeiana	NA	NA	NA	NA	NA	NA	"Vertebrate -
Amphibian"	NA	Rana toro (DR);North American bullfrog;	Freshwater	Dominican Republic;Haiti;Puerto Rico;Cuba;Jamaica;Venezuela;Colombia;	Dominican Republic;Cuba;Jamaica;Puerto Rico;Haiti;Venezuela;	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Rattus norvegicus	NA	6	NA	NA	NA	NA	"Vertebrate -
Mammal"	NA	Brown rat;Norway rat;Rata de noruega (DR);	Terrestrial	"Jamaica;Bahamas Islands;Dominican Republic;Curacao;Dominica;Trinidad-
Tobago;Anguilla;Montserrat;British Virgin Islands (Anegada Island);Turks-
Caicos;Cayman Islands (Cayman Brac,Grand Cayman,Little Cayman);
Bermuda;US Virgin Islands;Martinique;Guadeloupe;"	"Jamaica;Bahamas Islands;Curacao;Do minica;Trinidad-Tobago;Dominican Republic;
Bermuda;British Virgin Islands (Anegada Island);Cayman Islands (Cayman Brac, Grand
Cayman,Little Cayman);Guadeloupe;Martinique;Montserrat;US Virgin Islands;"	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Rattus rattus	NA	14	5	3	NA	3	"Vertebrate -
Mammal"	NA	"Black rat, Roof rat (Jamaica);Ship rat (Bahamas
Islands);Rato de tejado (DR);"	Terrestrial	"Jamaica;Bahamas Islands;Dominican Republic;Monito Island;Antigua-
Barbuda;Dominica;Trinidad-Tobago;Curacao;Barbados;Anguilla;Montserrat;
British Virgin Islands (Anegada Island,Tortola Island);Turks and Caicos Islands;Cayman
Islands;Bermuda;US Virgin Islands;Martinique;Guadeloupe;St. Martin
(France);Fajou island;"	"Jamaica;Bahamas Islands;Dominican Republic;Monito Island;Antigua-Barbuda;
Dominica;Trinidad-Tobago;Curacao;Barbados;Cayman Islands;Bermuda;British Virgin
Islands (Anegada Island, Tortola Island);Guadeloupe;Martinique;Fajou
Island;Montserrat;St. Martin (France);Turks and Caicos Islands;US Virgin Islands;"	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Rattus sp.	NA	NA	NA	NA	NA	NA	"Vertebrate -
Mammal"	NA	rat;	Terrestrial	Dominican Republic;Haiti;	"Dominican
Republic;Haiti;"	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Rhinecanthus verrucosus	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Bursa triggerfish	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Rhithropanopeus harrisii	NA	NA	NA	NA	NA	NA	"Invertebrate -
Crustacean"	NA	NA	Marine	Panama;	NA	"ISSG, 2012. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
Rhizoglyphus robini	NA	NA	NA	NA	NA	NA	Invertebrate - Mite	NA	NA	Terrestrial	Dominican Republic;	Dominican Republic	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Salmo trutta	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Sea trout (ISC)	NA	Puerto Rico;Colombia;Panama;	NA	"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
Salvelinus fontinalis	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Brook trout (ISC)	NA	Venezuela;Colombia;	NA	"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
Sarotheodon mossambicus	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Tilapia mosambica (Dom Rep);	Freshwater	Dominican Republic;	Dominican Republic;	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Sarotheodon niloticus	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Tilapia nilotica (Dom Rep);	Freshwater	Dominican Republic;	Dominican Republic;	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Sarotherodon melanotheron	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Blackchin tilapia	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Scatophagus argus	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Scat	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Schizocosa avis	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	NA	Terrestrial	Bahamas Islands;	NA	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Sciaenops ocellatus	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Red drum	NA	Bahamas;Martinique;US Virgin Islands;	NA	"CABI,2011. Sciaenops ocellatus. In: Invasive Species Compendium.
Wallingford, UK: CAB International. http://www.cabi.org/isc."	Caribbean_IAS_db	NA	NA
Scinax rubra	NA	NA	NA	NA	NA	NA	"Vertebrate -
Amphibian"	Scinax ruber	Rana;	Terrestrial	St. Lucia;Martinique;	St. Lucia;Martinique;	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Scinax x-signatus	NA	NA	NA	NA	NA	NA	"Vertebrate -
Amphibian"	NA	NA	NA	Guadeloupe;	Guadeloupe;	"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
Scirtothrips dorsalis	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Chilli thrips	NA	"Barbados;Jamaica;Puerto Rico;St. Lucia;St. Vincent-Grenadines;Trinida-
Tobago;Venezuela;"	NA	"Colmenarez Yelitza, Ian Gibbs and Matthew Ciomperlik. Challenges
and successes in the"	Caribbean_IAS_db	NA	NA
Scyphophorus acupunctatus	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Agave weevil (ISC)	NA	"British Virgin Islands;Cayman Islands;Haiti;Dominican Republic;US Virgin
Islands;Cuba;Jamaica;"	British Virgin Islands;US Virgin Islands;	"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"	Caribbean_IAS_db	NA	NA
Serrasalmus natterei	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Black piranha	Freshwater	Barbados	NA	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Sicalis flaveola	NA	NA	NA	NA	NA	NA	Vertebrate - Bird	NA	saffraanvink;para di misa;	Terrestrial	Curacao;Aruba;	Curacao;Aruba	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Solenopsis invicta	20	NA	NA	5	NA	14	"Invertebrate -
Insect"	NA	Red imported fireant;	Terrestrial	"Bahamas Islands;British Virgin Islands;US Virgin Islands;Turks and Caicos Islands
Islands;Antigua-Barbuda;Trinidad-Tobago;Puerto Rico;Cayman Islands (Cayman
Brac,Grand Cayman,Little Cayman);"	"Bahamas
Islands;British Virgin Islands;US Virgin
Islands;Turks and Caicos Islands
Islands;Antigua-Barbuda;Trinidad-Tobago;Cayman Islands (Cayman Brac, Grand
Cayman,Little Cayman);Puerto Rico;"	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Solenopsis richteri	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	imported fire ant	Terrestrial	Puerto Rico;	NA	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Sphaeroma terebrans	NA	NA	NA	NA	NA	NA	"Invertebrate -
crustacean"	NA	An isopod	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Sphaeroma walkeri	NA	NA	NA	NA	NA	NA	"Invertebrate -
crustacean"	NA	An isopod	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Spodoptera sp.	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	NA	Terrestrial	Bahamas Islands;	NA	NA	Caribbean_IAS_db	NA	NA
Steneotarsonemus spinki	NA	NA	NA	NA	NA	NA	Invertebrate - Mite	NA	"Acaro del vaneamiento del arroz
(Dominican Republic);"	Terrestrial	Dominican Republic;	Dominican Republic;	NA	Caribbean_IAS_db	NA	NA
Sternochetus mangiferae	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Mango Seed Weevil	Terrestrial	NA	NA	NA	Caribbean_IAS_db	NA	NA
Streptopelia decaocto	NA	NA	9	NA	20	24	Vertebrate - Bird	NA	Eurasian collared dove;collared dove;	Terrestrial	"Bahamas Islands;Antigua-Barbuda;St. Martin;Trinidad; Montserrat; Turks-
Caicos;Cayman Islands;Netherlands Antilles;Martinique;Dominica;
Guadeloupe;St. Kitts-Nevis;Cuba;"	Bahamas Islands;St. Martin;Trinidad;Guadeloupe;Martinique;	NA	Caribbean_IAS_db	NA	NA
Sturnus vulgaris	NA	3773	NA	NA	NA	NA	Vertebrate - Bird	NA	Common starling(ISC)	NA	Bermuda;	Bermuda;	NA	Caribbean_IAS_db	NA	NA
Styela plicata	NA	4	NA	NA	NA	1	"Invertebrate -
Tunicate"	NA	Pleated sea squirt (ISC)	Marine	Bermuda;Florida;Texas;	NA	NA	Caribbean_IAS_db	NA	NA
